Statistical information for the repository 'django' was gathered on 2026/09/08.
The analyzed branch was 'main'.
The following historical commit information, by author, was found in the
repository:

Author                     Commits    Insertions      Deletions    % of changes
Timothy McCurrach                                              +            
Tom Carrick                              .                                  
YogyaChugh                               .                                  
antoliny0919                  .          .          .          .          . 
brian                         .                                             
enprava                       .                                             
farhan                                              +                       
fowczrek                                 .                                  
haileyajohnson                           .                                . 
hesham942                                .                     +            
michalpokusa                                                              . 
mimi89999                     .                                             
myoungjinGo-BE                                                           ++ 
nakano                                                                    . 
nessita                       +                     .                       
ontowhee                                                     +++          . 
petr.prikryl                             .                                  
saJaeHyukc                    .          .                                  
sag​e                                               .                       
savanto                                                        +            
viliam mihalik                                                            . 
wookkl                            -+++++++                                + 
Кайрат Макым                  +                                             
신우진                                                        ++            
Modified Lines:            2821       3726       1607       1608       3336 

Author                  2025-07    2025-08    2025-09    2025-10    2025-11 
Adam Johnson                             .          .     ++++++          + 
Adam Zapletal                                       .                       
Ahmed Ibrahim                 .                                             
Alec Kerrigan                            .                                  
Annabelle Wiegart                                              .            
Anthony Sottile               .                                             
Artyom Kotovskiy                        ++                                  
Augusto Pontes                                                 .          . 
Benedict Etzel                                                            + 
Caitie Baca                                         .                       
Chris Wesseling                                                           + 
Claude Paroz                  .                                             
Clifford Gama                 .          .          .         ++          . 
Dani Fornons                                                   .          . 
David Sanders                                       .                       
David Smith                   .          +          .                     . 
Emmanuel Ferdman                                               .            
GappleBee                                           +                       
Georgi Yanchev                                                            + 
Hal Blackburn                                                             . 
Harsh Jain                                                                + 
IsJn-227                      .                                             
Jacob Walls                   .         ++  ---++++++          .        -++ 
Jake Howard                              .  +++++++++                     . 
James Bligh                              .                                  
Jayden Kneller                                                           ++ 
Jean Patrick Prenis                                 .                       
John Parton                                         +                       
Kasyap Pentamaraju                                                      -++ 
Ken Nzioka                                                     .            
Klaas van Schelven                                  .                       
Mariusz Felisiak              .          .          . --++++++++    -++++++ 
Matthew Shirley                                                .            
Matthew Stell                 .                                             
Matthias Kestenholz                      .                                  
Mehraz Hossain Rumma                                                      . 
Michal Mládek                                                  .            
Mike Edmunds               ++++                                             
Mohamed Amine Mahmou          .                                             
Mridul Dhall                                        .                       
Natalia                                  .          .          .  +++++++++ 
Nick Pope                                .                                  
Patrick Rauscher                                               .            
Rob Hudson                              ++                                  
Roel Delos Reyes              .                                             
Romain DA COSTA VIEI                                .                       
Ronan LE HAY                                        .                       
Ryan P Kilby                                        .                       
SaJH                                     +          .                       
Salvo Polizzi                 .                                             
Samriddha9619                                       .                       
Sarah Boyce                   .          .          .          .            
Senthil Kumar                                       .                       
Shubham Singh                                       .                       
Simon Charette                .         -+          +          .        +++ 
Siyabonga Dlikilili                                 .                       
Take Weiland                  .                                             
Thibaut Decombe                                                .            
Thomas Grainger                                                          -+ 
Tim Graham                               .          -                 -++++ 
Varun Kasyap Pentama                                                      . 
Xinyi Rong                               .                                  
YashRaj1506                                                    .            
antoliny0919                  .          +          .          .            
arsalan64                                           .                       
blingblin-g                                         .                       
django-bot           ----++++++                                             
farhan                          ++++++++++          +                       
farthestmage                                                              . 
jkhall81                                 .                                  
kihuni                                                                    . 
lyova24                                                        .            
mengxun                                  .                                  
michalpokusa                             .                                  
mriduldhall                   .                                             
myoungjinGo                                                               . 
nessita                       .                                             
saJaeHyukc                                          .                       
sobolevn                                                       .            
tinmarbusir                   .                                             
us77ipis                                                                  . 
varunkasyap                                                               + 
사재혁                                              .                       
Modified Lines:            9131       3873       7044       3097       2168 

Author                  2025-12    2026-01    2026-02    2026-03    2026-04 
93578237                                           ++                       
Aarni Koskela                                                  .            
AbhimanyuGit2507                                    .                       
Adam Johnson                             .          .          .            
Amar                                                .                     . 
Anna Makarudze                                                            . 
Annabelle Wiegart                                                         . 
Antoliny0919                                        .                       
Anurag Verma                                        .                       
Anže Pečar                                                                . 
Arfey                   +++++++                                             
Artyom Kotovskiy                              +++++++                     . 
Baptiste Mispelon                                              .            
Chaitanya                     .                                             
Clifford Gama         --+++++++                                .          . 
David Smith                              .       ++++                     . 
Dinesh                                                                    . 
Eddy Adegnandjou                                                          . 
Elias Hernandis                                     .                       
Emanuel Lupi                                        .                       
Emmanuel Ferdman                                               .            
Fashad Ahmed                                                              . 
Haki Benita                             ++                                  
Jacob Walls               -++++   -------+        +++          .          . 
JaeHyuck Sa                   .        -++          .                       
Jake Howard              ----++                  -+++                       
James Bligh                                                    +            
James Fysh                               .                                  
Johanan Oppong Amoat          +                                             
Johannes Maron                .                                             
Jonathan Biemond              .                                             
Juho Hautala                                                   .            
Julie Rymer                                                    .            
Julien Palard                                                  .            
KANIN KEARPIMY                                                            . 
Kanin Kearpimy                                                 .            
Keryn Knight                                                  ++            
Krishnaprasad MG             ++                                             
Lily Acorn               ++++++                                             
Marc Gibbons                  +                                .            
Marco Aurélio da Ros                                .                       
Mariusz Felisiak       -+++++++    -----++                     +          . 
Mark Niehues                             .                                  
Markus Holtermann                        +                                  
Michal Mládek                 +                                             
Mike Edmunds                                                          --+++ 
Mridul Dhall                  .                                             
Natalia                       +                     .   ++++++++        +++ 
Nick Pope                                           .                       
Nilesh Kumar Pahari           +          .          .                     . 
Parth Paradkar                           .                                  
Patryk Bratkowski                                   .                       
Pete Rosenblum                                      .                       
Pierre Sassoulas                                    .                       
Praful Gulani                                                 ++            
Pravin Kamble                 .                     .                     . 
Raoni Timo                                                                . 
Rodrigo Vieira                                                            . 
Rudraksha Dwivedi                        .                                  
Saish Mungase                                       .                       
Samriddha9619                 .          .                                  
Sean                          .                                             
Sean Helvey                                         .                       
Sean Reed                     .                                             
Shai Berger                  ++                                             
SiHyunLee                                        ++++                       
Simon Charette                .                            --+++          . 
Skyiesac                 ---+++         ++                                  
SnippyCodes                                         .          .            
S​age Abdullah                                      +                       
TildaDares                                                                . 
Tim Graham                 -+++          .      --+++          +          . 
Tom Carrick                                                      -----+++++ 
Unai Loidi                                                     .            
VIZZARD-X                     .          .   ----++++                     . 
Vedran Karacic                                                            . 
Vignesh Anand                                                  .            
YashRaj1506                              .                                  
Youngkwang Yang             +++                                             
Zac Iloka                                           .                       
afenoum                                                        .          . 
antoliny0919                                       ++                       
ar3ph                                               .                       
davitacols                                                     .            
eevelweezel                 +++                                             
farhan                                              +          .            
garybadwal                                                                . 
guro-Ishiguro                 .                                             
huwaiza tahir                                                  .            
jafarkhan83                              .                                  
jun                                                 .          .            
khadyottakale                                                  .            
kundan223                     +                                             
mariatta                                                                  . 
mbcodes                                  .                                  
mlissner                                ++                                  
pmppk                                               .                       
rimi0108                     ++                                             
sammiee5311                                         .                       
seanhelvey                        ++++++++                                  
sobolevn                                 .          .                       
usman                                               .                       
varunkasyap                   .          .          .          .          . 
Νικόλαος-Διγενής Καρ          .                                             
사재혁                        .                                             
Modified Lines:            3254       2688       3139       2368      13265 

Author                  2026-05    2026-06    2026-07    2026-08    2026-09 
Aaryan P                      .          .                                  
Adam Johnson                  .          .                     +            
Ahmed Mohamed                                     +++                       
Akshat Sparsh                                       .                       
Andrea Zanotto                .                                             
Annabelle Wiegart                                              .            
Artyom Kotovskiy              .                                             
Aslan Osmanov                                                  .            
Ben Cail                                            +                       
Carlton Gibson                                     ++              ----++++ 
CharulL00                                       --+++                       
Chris Rose                       --+++++++                                  
Clifford Gama                                      ++                       
Dave Gaeddert                                                             + 
David Wobrock                            .                                  
Denny Biasiolli               .                                           . 
Filip Sedlák                                        .                       
Francesco Bruni                                     +                       
FrickWu                                             .                       
Hanny                                          -+++++                       
HectorCastillo                .                                             
Huwaiza                                                                   . 
Jacob Walls                   +        +++       -+++         ++            
Jake Howard                   .          .                                  
Jakob Friedrich                                                .            
James Bligh                             ++                                  
Jens Spanier                                                   .            
Johannes Maron                .                                             
Jonathan Biemond                                               .            
Karan Suthar                                                   .            
Karolis Ryselis                          +                                  
Leland                                             ++                       
Lier0102                                 .                                  
Loïc LEFEVRE                                                              . 
Manas225                                 .                                  
Marcelo Galigniana            +                                             
Mariano Baragiola                                   +          .            
Mariusz Felisiak                         .                     .            
Mike Edmunds          -++++++++          .   ++++++++                       
Milad Zarour                  .                                             
NagaKartheekReddy                        .                                  
Natalia                       +         ++      -++++          .        +++ 
Nguyễn Anh Bình                                                .            
Nick Pope                                           .                       
Paul McMillan                            .                                  
Pravin Kamble                                                  .            
SEPURI-SAI-KRISHNA                                  .                       
Samuel Searles-Bryan          .                                             
Sarah Boyce                   .                     .          .            
Sezer BOZKIR                             .                                  
SiHyunLee                                .                                  
Simon Charette                           .                                  
Sina Chaichi Maleki                                 .                       
Skyiesac                      .          .                                  
Stephanie                                           -                       
Tim Graham                    .       --++          .          .            
Tim Harris                    .                                             
VAIBHAVPANT07                 .                                             
VIZZARD-X                                           .                       
Varun Kasyap                  .                     . ------++++            
VimalN2005                                                                . 
Vishy                                               .          .            
Yassin Bahri                                                   .          . 
Zubair Hassan                                       .                       
antoliny0919                                        .                       
anurag629                                           .                       
ar3ph                                    .                                  
ayoub                                    .                                  
babbitt                       .                                             
badereddinebenhirt                       .                                  
dcsid                                               .                       
diaxoaine                                .                                  
eevelweezel                              .                                  
jodizzle                                 .                                  
kasey                         .                                             
mundur                                              +                       
muss-Snippy38-lang                       .                                  
phanky1                                                                   . 
rshide                                                                    + 
siddus                        .          .                                  
varunkasyap                   .                                             
viralpraxis                                                    .            
vishwa                        .          .                                  
vismaytiwari                                        +                       
zhengkangyang                            +                                  
Modified Lines:            7588       4441       2192       7438       2477 

The following files are suspiciously big (in order of severity):
tests/admin_views/tests.py (8869 estimated lines of code)
django/contrib/admin/static/admin/js/vendor/jquery/jquery.js (8829 estimated lines of code)
tests/migrations/test_operations.py (6641 estimated lines of code)
django/contrib/admin/static/admin/js/vendor/select2/select2.full.js (6436 estimated lines of code)
tests/migrations/test_autodetector.py (5597 estimated lines of code)
tests/schema/tests.py (5404 estimated lines of code)
tests/forms_tests/tests/test_forms.py (5191 estimated lines of code)
django/contrib/admin/static/admin/js/vendor/xregexp/xregexp.js (4823 estimated lines of code)
tests/queries/tests.py (4283 estimated lines of code)
tests/model_forms/tests.py (3503 estimated lines of code)
tests/migrations/test_commands.py (3452 estimated lines of code)
tests/admin_scripts/tests.py (3298 estimated lines of code)
tests/cache/tests.py (3182 estimated lines of code)
tests/invalid_models_tests/test_models.py (3095 estimated lines of code)
tests/expressions/tests.py (2919 estimated lines of code)
tests/aggregation/tests.py (2838 estimated lines of code)
tests/mail/tests.py (2802 estimated lines of code)
django/db/models/fields/__init__.py (2778 estimated lines of code)
django/db/models/query.py (2702 estimated lines of code)
django/contrib/admin/options.py (2592 estimated lines of code)
tests/invalid_models_tests/test_relative_fields.py (2567 estimated lines of code)
tests/model_formsets/tests.py (2409 estimated lines of code)
tests/test_utils/tests.py (2406 estimated lines of code)
tests/admin_inlines/tests.py (2406 estimated lines of code)
django/db/models/sql/query.py (2386 estimated lines of code)
django/db/models/base.py (2322 estimated lines of code)
tests/multiple_database/tests.py (2268 estimated lines of code)
tests/prefetch_related/tests.py (2224 estimated lines of code)
tests/i18n/tests.py (2172 estimated lines of code)
tests/migrations/test_state.py (2161 estimated lines of code)
tests/admin_changelist/tests.py (2142 estimated lines of code)
django/db/models/expressions.py (2083 estimated lines of code)
django/db/models/fields/related.py (2050 estimated lines of code)
tests/lookup/tests.py (2026 estimated lines of code)
tests/view_tests/tests/test_debug.py (2007 estimated lines of code)
tests/db_functions/datetime/test_extract_trunc.py (1992 estimated lines of code)
django/db/models/sql/compiler.py (1989 estimated lines of code)
tests/expressions_window/tests.py (1980 estimated lines of code)
tests/admin_filters/tests.py (1898 estimated lines of code)
tests/modeladmin/test_checks.py (1881 estimated lines of code)
tests/admin_widgets/tests.py (1863 estimated lines of code)
django/db/migrations/autodetector.py (1863 estimated lines of code)
django/db/backends/base/schema.py (1858 estimated lines of code)
tests/aggregation_regress/tests.py (1848 estimated lines of code)
tests/forms_tests/tests/test_formsets.py (1822 estimated lines of code)
tests/auth_tests/test_management.py (1777 estimated lines of code)
tests/urlpatterns_reverse/tests.py (1774 estimated lines of code)
django/test/testcases.py (1727 estimated lines of code)
tests/auth_tests/test_forms.py (1703 estimated lines of code)
tests/auth_tests/test_views.py (1660 estimated lines of code)
tests/expressions_case/tests.py (1653 estimated lines of code)
django/test/client.py (1599 estimated lines of code)
tests/requests_tests/tests.py (1595 estimated lines of code)
tests/postgres_tests/test_array.py (1592 estimated lines of code)
tests/gis_tests/geos_tests/test_geos.py (1576 estimated lines of code)
django/template/defaulttags.py (1561 estimated lines of code)
tests/annotations/tests.py (1553 estimated lines of code)
tests/admin_views/admin.py (1541 estimated lines of code)
tests/invalid_models_tests/test_ordinary_fields.py (1525 estimated lines of code)
django/db/models/fields/related_descriptors.py (1521 estimated lines of code)
django/forms/models.py (1504 estimated lines of code)
tests/constraints/tests.py (1498 estimated lines of code)
tests/model_fields/test_jsonfield.py (1488 estimated lines of code)
tests/migrations/test_optimizer.py (1461 estimated lines of code)
tests/auth_tests/test_auth_backends.py (1407 estimated lines of code)
tests/postgres_tests/test_constraints.py (1345 estimated lines of code)
tests/test_client/tests.py (1339 estimated lines of code)
tests/timezones/tests.py (1338 estimated lines of code)
tests/test_client_regress/tests.py (1327 estimated lines of code)
django/contrib/admin/checks.py (1315 estimated lines of code)
tests/csrf_tests/tests.py (1305 estimated lines of code)
tests/sessions_tests/tests.py (1294 estimated lines of code)
tests/migrations/test_writer.py (1287 estimated lines of code)
tests/fixtures/tests.py (1280 estimated lines of code)
django/forms/fields.py (1254 estimated lines of code)
django/db/migrations/operations/models.py (1249 estimated lines of code)
django/test/runner.py (1224 estimated lines of code)
django/forms/widgets.py (1219 estimated lines of code)
tests/filtered_relation/tests.py (1212 estimated lines of code)
tests/staticfiles_tests/test_storage.py (1179 estimated lines of code)
tests/admin_views/models.py (1156 estimated lines of code)
tests/file_storage/tests.py (1140 estimated lines of code)
tests/modeladmin/tests.py (1131 estimated lines of code)
tests/postgres_tests/test_ranges.py (1119 estimated lines of code)
tests/i18n/test_extraction.py (1087 estimated lines of code)
tests/basic/tests.py (1087 estimated lines of code)
django/template/base.py (1083 estimated lines of code)
tests/middleware/tests.py (1068 estimated lines of code)
tests/mail/test_backends.py (1059 estimated lines of code)
tests/admin_checks/tests.py (1020 estimated lines of code)
tests/test_runner/tests.py (1019 estimated lines of code)
tests/gis_tests/gdal_tests/test_geom.py (1009 estimated lines of code)
scripts/pr_quality/tests/test_check_pr.py (994 estimated lines of code)
tests/forms_tests/tests/test_media.py (986 estimated lines of code)
tests/postgres_tests/test_search.py (983 estimated lines of code)
tests/httpwrappers/tests.py (969 estimated lines of code)
tests/validators/tests.py (932 estimated lines of code)
django/test/utils.py (929 estimated lines of code)
tests/gis_tests/gdal_tests/test_raster.py (927 estimated lines of code)
tests/file_uploads/tests.py (923 estimated lines of code)
tests/utils_tests/test_autoreload.py (921 estimated lines of code)
tests/many_to_one/tests.py (918 estimated lines of code)
tests/logging_tests/tests.py (917 estimated lines of code)
tests/asgi/tests.py (914 estimated lines of code)
tests/bulk_create/tests.py (910 estimated lines of code)
tests/fixtures_regress/tests.py (909 estimated lines of code)
tests/gis_tests/geoapp/test_functions.py (904 estimated lines of code)
django/db/migrations/state.py (903 estimated lines of code)
tests/model_meta/results.py (895 estimated lines of code)
django/db/models/options.py (886 estimated lines of code)
tests/backends/tests.py (879 estimated lines of code)
tests/admin_views/test_actions.py (879 estimated lines of code)
django/template/defaultfilters.py (875 estimated lines of code)
tests/template_tests/test_custom.py (874 estimated lines of code)
tests/gis_tests/geoapp/tests.py (873 estimated lines of code)
tests/pagination/tests.py (861 estimated lines of code)
tests/migrations/test_executor.py (860 estimated lines of code)
tests/template_tests/syntax_tests/i18n/test_blocktranslate.py (859 estimated lines of code)
tests/generic_views/test_dates.py (854 estimated lines of code)
tests/signals/tests.py (850 estimated lines of code)
tests/generic_relations/tests.py (848 estimated lines of code)
tests/queries/test_qs_combinators.py (842 estimated lines of code)
tests/test_runner/test_discover_runner.py (825 estimated lines of code)
tests/delete/tests.py (802 estimated lines of code)
tests/postgres_tests/test_aggregates.py (799 estimated lines of code)
django/contrib/contenttypes/fields.py (799 estimated lines of code)
tests/syndication_tests/tests.py (790 estimated lines of code)
tests/check_framework/test_security.py (783 estimated lines of code)
django/contrib/gis/gdal/geometries.py (781 estimated lines of code)
tests/forms_tests/tests/test_input_formats.py (778 estimated lines of code)
tests/auth_tests/test_hashers.py (778 estimated lines of code)
tests/foreign_object/tests.py (774 estimated lines of code)
django/urls/resolvers.py (770 estimated lines of code)
tests/queries/models.py (769 estimated lines of code)
django/db/models/lookups.py (769 estimated lines of code)
django/http/request.py (767 estimated lines of code)
django/db/backends/base/operations.py (765 estimated lines of code)
tests/postgres_tests/test_indexes.py (742 estimated lines of code)
tests/runtests.py (735 estimated lines of code)
django/core/management/commands/makemessages.py (727 estimated lines of code)
tests/custom_lookups/tests.py (726 estimated lines of code)
tests/custom_managers/tests.py (723 estimated lines of code)
tests/ordering/tests.py (720 estimated lines of code)
tests/forms_tests/widget_tests/test_selectdatewidget.py (718 estimated lines of code)
tests/model_fields/models.py (714 estimated lines of code)
tests/get_or_create/tests.py (713 estimated lines of code)
tests/inspectdb/tests.py (709 estimated lines of code)
django/http/response.py (703 estimated lines of code)
django/views/generic/dates.py (701 estimated lines of code)
django/db/models/fields/json.py (699 estimated lines of code)
tests/template_tests/syntax_tests/test_if.py (698 estimated lines of code)
django/db/models/constraints.py (685 estimated lines of code)
django/contrib/gis/geos/geometry.py (685 estimated lines of code)
tests/migrations/test_loader.py (684 estimated lines of code)
django/contrib/admin/filters.py (684 estimated lines of code)
tests/postgres_tests/test_operations.py (678 estimated lines of code)
tests/m2m_signals/tests.py (677 estimated lines of code)
tests/gis_tests/distapp/tests.py (664 estimated lines of code)
django/core/management/base.py (662 estimated lines of code)
tests/indexes/tests.py (659 estimated lines of code)
tests/staticfiles_tests/test_management.py (655 estimated lines of code)
django/db/backends/base/base.py (653 estimated lines of code)
tests/template_tests/syntax_tests/test_partials.py (649 estimated lines of code)
django/core/validators.py (646 estimated lines of code)
tests/many_to_many/tests.py (644 estimated lines of code)
tests/field_deconstruction/tests.py (644 estimated lines of code)
tests/composite_pk/test_filter.py (642 estimated lines of code)
tests/humanize_tests/tests.py (639 estimated lines of code)
tests/decorators/tests.py (639 estimated lines of code)
tests/utils_tests/test_http.py (635 estimated lines of code)
django/http/multipartparser.py (634 estimated lines of code)
django/conf/locale/__init__.py (634 estimated lines of code)
django/db/backends/oracle/operations.py (627 estimated lines of code)
django/contrib/auth/hashers.py (627 estimated lines of code)
tests/generic_views/test_base.py (623 estimated lines of code)
django/contrib/gis/db/models/functions.py (623 estimated lines of code)
tests/model_inheritance/tests.py (622 estimated lines of code)
tests/settings_tests/tests.py (621 estimated lines of code)
tests/model_inheritance_regress/tests.py (616 estimated lines of code)
tests/auth_tests/test_models.py (613 estimated lines of code)
tests/user_commands/tests.py (610 estimated lines of code)
django/contrib/gis/utils/layermapping.py (608 estimated lines of code)
django/views/debug.py (607 estimated lines of code)
django/utils/autoreload.py (607 estimated lines of code)
django/core/mail/message.py (607 estimated lines of code)
tests/select_for_update/tests.py (604 estimated lines of code)
tests/backends/postgresql/tests.py (602 estimated lines of code)
django/contrib/admin/static/admin/js/admin/DateTimeShortcuts.js (600 estimated lines of code)
django/contrib/admin/widgets.py (598 estimated lines of code)
tests/one_to_one/tests.py (597 estimated lines of code)
tests/template_tests/test_partials.py (595 estimated lines of code)
tests/postgres_tests/migrations/0002_create_test_models.py (591 estimated lines of code)
tests/admin_docs/test_views.py (589 estimated lines of code)
django/templatetags/i18n.py (587 estimated lines of code)
django/contrib/auth/models.py (586 estimated lines of code)
tests/gis_tests/test_geoforms.py (581 estimated lines of code)
django/contrib/admin/utils.py (577 estimated lines of code)
django/utils/translation/trans_real.py (565 estimated lines of code)
django/contrib/auth/forms.py (560 estimated lines of code)
tests/apps/tests.py (558 estimated lines of code)
django/contrib/admin/sites.py (558 estimated lines of code)
tests/model_forms/models.py (557 estimated lines of code)
django/db/backends/oracle/base.py (554 estimated lines of code)
django/db/backends/sqlite3/_functions.py (551 estimated lines of code)
django/contrib/admin/helpers.py (550 estimated lines of code)
scripts/pr_quality/check_pr.py (549 estimated lines of code)
tests/generic_inline_admin/tests.py (548 estimated lines of code)
tests/urlpatterns/tests.py (547 estimated lines of code)
django/db/backends/postgresql/base.py (542 estimated lines of code)
django/contrib/staticfiles/storage.py (542 estimated lines of code)
tests/admin_utils/tests.py (539 estimated lines of code)
tests/auth_tests/test_remote_user.py (535 estimated lines of code)
tests/m2m_through/tests.py (533 estimated lines of code)
tests/transactions/tests.py (532 estimated lines of code)
tests/admin_inlines/admin.py (530 estimated lines of code)
tests/model_formsets_regress/tests.py (528 estimated lines of code)
tests/foreign_object/test_tuple_lookups.py (526 estimated lines of code)
django/contrib/admin/static/admin/js/urlify.js (526 estimated lines of code)
django/contrib/admin/templatetags/admin_list.py (519 estimated lines of code)
django/contrib/postgres/search.py (517 estimated lines of code)
tests/admin_views/test_autocomplete_view.py (516 estimated lines of code)
tests/shell/tests.py (515 estimated lines of code)
tests/sitemaps_tests/test_http.py (509 estimated lines of code)
django/core/serializers/xml_serializer.py (507 estimated lines of code)
django/dispatch/dispatcher.py (505 estimated lines of code)

The following files have an elevated cyclomatic complexity (in order of severity):
django/contrib/admin/static/admin/js/vendor/jquery/jquery.js (2745 in cyclomatic complexity)
django/contrib/admin/static/admin/js/vendor/select2/select2.full.js (1296 in cyclomatic complexity)
django/contrib/admin/static/admin/js/vendor/xregexp/xregexp.js (1143 in cyclomatic complexity)
django/db/models/query.py (931 in cyclomatic complexity)
django/db/models/sql/query.py (924 in cyclomatic complexity)
django/db/models/base.py (872 in cyclomatic complexity)
django/db/models/fields/__init__.py (861 in cyclomatic complexity)
django/db/models/sql/compiler.py (732 in cyclomatic complexity)
django/contrib/admin/options.py (711 in cyclomatic complexity)
django/db/models/expressions.py (594 in cyclomatic complexity)
django/db/backends/base/schema.py (503 in cyclomatic complexity)
django/contrib/admin/checks.py (500 in cyclomatic complexity)
django/db/models/fields/related.py (497 in cyclomatic complexity)
django/forms/models.py (489 in cyclomatic complexity)
django/forms/fields.py (460 in cyclomatic complexity)
django/db/migrations/autodetector.py (436 in cyclomatic complexity)
django/test/testcases.py (394 in cyclomatic complexity)
django/db/models/fields/related_descriptors.py (353 in cyclomatic complexity)
django/template/defaulttags.py (327 in cyclomatic complexity)
django/template/base.py (322 in cyclomatic complexity)
django/db/migrations/state.py (317 in cyclomatic complexity)
django/forms/widgets.py (302 in cyclomatic complexity)
django/test/client.py (282 in cyclomatic complexity)
django/db/backends/sqlite3/_functions.py (276 in cyclomatic complexity)
django/db/models/options.py (270 in cyclomatic complexity)
django/test/runner.py (260 in cyclomatic complexity)
django/urls/resolvers.py (259 in cyclomatic complexity)
django/contrib/admin/utils.py (258 in cyclomatic complexity)
django/db/backends/oracle/operations.py (252 in cyclomatic complexity)
django/test/utils.py (248 in cyclomatic complexity)
django/db/migrations/operations/models.py (244 in cyclomatic complexity)
django/template/defaultfilters.py (237 in cyclomatic complexity)
django/contrib/gis/gdal/geometries.py (236 in cyclomatic complexity)
django/core/management/commands/makemessages.py (234 in cyclomatic complexity)
django/http/request.py (228 in cyclomatic complexity)
django/db/backends/base/operations.py (228 in cyclomatic complexity)
django/db/models/lookups.py (224 in cyclomatic complexity)
django/utils/translation/trans_real.py (198 in cyclomatic complexity)
django/utils/autoreload.py (196 in cyclomatic complexity)
django/db/migrations/executor.py (196 in cyclomatic complexity)
django/contrib/gis/utils/layermapping.py (192 in cyclomatic complexity)
django/contrib/gis/geos/geometry.py (191 in cyclomatic complexity)
django/contrib/admin/views/main.py (190 in cyclomatic complexity)
django/db/models/fields/json.py (188 in cyclomatic complexity)
django/views/debug.py (186 in cyclomatic complexity)
tests/cache/tests.py (185 in cyclomatic complexity)
django/http/multipartparser.py (185 in cyclomatic complexity)
tests/admin_views/tests.py (179 in cyclomatic complexity)
django/contrib/contenttypes/fields.py (177 in cyclomatic complexity)
django/db/models/query_utils.py (176 in cyclomatic complexity)
django/contrib/staticfiles/storage.py (176 in cyclomatic complexity)
django/core/mail/message.py (171 in cyclomatic complexity)
tests/migrations/test_operations.py (170 in cyclomatic complexity)
tests/schema/tests.py (168 in cyclomatic complexity)
django/db/models/constraints.py (168 in cyclomatic complexity)
django/db/backends/mysql/operations.py (168 in cyclomatic complexity)
django/db/models/deletion.py (165 in cyclomatic complexity)
django/core/management/commands/migrate.py (163 in cyclomatic complexity)
django/http/response.py (162 in cyclomatic complexity)
django/db/backends/oracle/base.py (161 in cyclomatic complexity)
django/utils/regex_helper.py (159 in cyclomatic complexity)
django/db/migrations/loader.py (158 in cyclomatic complexity)
django/db/backends/postgresql/operations.py (157 in cyclomatic complexity)
tests/runtests.py (156 in cyclomatic complexity)
django/contrib/auth/models.py (156 in cyclomatic complexity)
tests/gis_tests/geos_tests/test_geos.py (153 in cyclomatic complexity)
django/utils/cache.py (153 in cyclomatic complexity)
django/templatetags/i18n.py (153 in cyclomatic complexity)
django/db/backends/sqlite3/introspection.py (150 in cyclomatic complexity)
scripts/pr_quality/check_pr.py (149 in cyclomatic complexity)
django/template/library.py (149 in cyclomatic complexity)
django/core/serializers/xml_serializer.py (149 in cyclomatic complexity)
django/contrib/admin/filters.py (146 in cyclomatic complexity)
tests/db_functions/datetime/test_extract_trunc.py (145 in cyclomatic complexity)
django/db/backends/base/base.py (145 in cyclomatic complexity)
django/core/management/commands/makemigrations.py (144 in cyclomatic complexity)
django/db/backends/sqlite3/operations.py (143 in cyclomatic complexity)
django/contrib/admin/templatetags/admin_list.py (143 in cyclomatic complexity)
django/utils/http.py (141 in cyclomatic complexity)
django/forms/formsets.py (141 in cyclomatic complexity)
django/contrib/admin/helpers.py (141 in cyclomatic complexity)
django/views/generic/dates.py (136 in cyclomatic complexity)
django/db/models/sql/where.py (133 in cyclomatic complexity)
tests/gis_tests/geoapp/test_functions.py (132 in cyclomatic complexity)
django/contrib/sessions/backends/base.py (132 in cyclomatic complexity)
tests/mail/tests.py (130 in cyclomatic complexity)
django/dispatch/dispatcher.py (130 in cyclomatic complexity)
django/db/backends/postgresql/base.py (130 in cyclomatic complexity)
django/core/management/commands/inspectdb.py (128 in cyclomatic complexity)
django/utils/translation/template.py (127 in cyclomatic complexity)
django/utils/functional.py (126 in cyclomatic complexity)
django/db/models/fields/files.py (125 in cyclomatic complexity)
django/contrib/gis/db/models/functions.py (124 in cyclomatic complexity)
django/utils/html.py (123 in cyclomatic complexity)
django/utils/feedgenerator.py (123 in cyclomatic complexity)
django/core/handlers/base.py (122 in cyclomatic complexity)
django/core/paginator.py (120 in cyclomatic complexity)
django/core/management/base.py (120 in cyclomatic complexity)
django/contrib/gis/db/backends/postgis/operations.py (120 in cyclomatic complexity)
django/utils/text.py (119 in cyclomatic complexity)
django/contrib/staticfiles/management/commands/collectstatic.py (119 in cyclomatic complexity)
django/core/validators.py (118 in cyclomatic complexity)
django/contrib/postgres/search.py (118 in cyclomatic complexity)
django/contrib/admin/sites.py (118 in cyclomatic complexity)
tests/admin_views/admin.py (117 in cyclomatic complexity)
django/core/management/commands/loaddata.py (116 in cyclomatic complexity)
django/test/html.py (115 in cyclomatic complexity)
django/core/management/__init__.py (115 in cyclomatic complexity)
django/contrib/staticfiles/finders.py (115 in cyclomatic complexity)
django/contrib/auth/__init__.py (115 in cyclomatic complexity)
django/core/cache/backends/base.py (113 in cyclomatic complexity)
